"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"sRNA00035","sRNA00035","-",491142,491215,"+",74,"-","-",4,-0.727172495166271,-3.83254595174214,-3.86763023116279,-4.41935396885386,-6.22564292004656,-4.47959816199787,NA
"sRNA00021","sRNA00021","-",206754,206849,"-",96,"-","-",4,-1.36722117098229,-2.82543124118254,-3.76319013274768,-3.47433433763951,-4.15228169146686,-2.94822790704006,NA
"sRNA00020","sRNA00020","-",199810,200005,"-",196,"-","-",4,-0.697429561337559,-1.35378676568241,-2.98347804679873,-4.07353980527866,-3.20932970127759,-4.46199844648135,NA
"sRNA00006","sRNA00006","-",59149,59348,"+",200,"-","-",4,0.0329542089569287,-3.78798210934901,-4.25562915745659,-4.2870467921277,-4.78749294379129,-3.06533858345539,NA
"BD_RS18390","BD_RS18390","BD_RS18390",491184,491318,"-",135,"hypothetical protein && -","-",4,0.109204676986533,-3.3795828368583,-4.24024726612652,-5.87286186694502,-5.49706444710501,-4.88865099395381,"Bd0526"
"BD_RS18250","BD_RS18250","BD_RS18250",2182755,2182931,"+",177,"hypothetical protein && -","-",4,-0.62027581039679,-1.55157846291419,-1.92347719280227,-4.27411610418539,-3.93235223278723,-3.67582709894503,"S18250"
"BD_RS18185","BD_RS18185","BD_RS18185",2361096,2361236,"+",141,"hypothetical protein && -","-",4,-1.29564490347563,-1.06422345398476,-2.45322617777896,-3.04193785058934,-3.44540395688634,-3.9314086776793,"S18185"
"BD_RS18175","BD_RS18175","BD_RS18175",1955439,1955582,"-",144,"hypothetical protein && -","-",4,-0.0983489013205187,-2.21485260355671,-3.85993761301007,-4.48896723845343,-3.87555834247719,-2.14483267607531,"S18175"
"BD_RS17280","BD_RS17280","BD_RS17280",3653097,3654446,"-",1350,"ATP-binding protein && PF00512:His Kinase A (phospho-acceptor) domain|PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","HATPase_c",4,-0.417385845965796,-3.41115583526481,-4.27991035077157,-4.15751648469667,-3.93752272481697,-3.51259303168779,"Bd3779"
"BD_RS17225","BD_RS17225","BD_RS17225",3639765,3641627,"+",1863,"diguanylate cyclase && PF00990:Diguanylate cyclase, GGDEF domain|PF13424:Tetratricopeptide repeat","GGDEF",4,-0.320727705290968,-3.8311745763791,-4.40005294430085,-5.49054673516759,-5.76856885505857,-3.92780469321869,"Bd3766"
"BD_RS16245","BD_RS16245","BD_RS16245",3452283,3453239,"+",957,"hypothetical protein && -","-",4,0.607098217645848,-3.56333584902158,-4.19280020706538,-3.50504342556335,-3.90790209888782,-2.95087882559302,"Bd3548"
"BD_RS16155","BD_RS16155","BD_RS16155",3432911,3433447,"+",537,"putative glycolipid-binding domain-containing protein && PF06475:Putative glycolipid-binding","-",4,0.0233803566951276,-2.39958888640701,-3.53580564564148,-4.07547085778225,-3.6800392045209,-2.00504709599088,"Bd3529"
"BD_RS16085","BD_RS16085","BD_RS16085",3419621,3420319,"-",699,"pirin family protein && PF02678:Pirin","-",4,-0.456387281240333,-3.18270301458643,-3.32807744244956,-4.30114881817353,-2.76037270402157,-2.85728147128799,"Bd3515"
"BD_RS16065","BD_RS16065","BD_RS16065",3416965,3417306,"+",342,"hypothetical protein && -","-",4,0.209014912080744,-4.08792272100638,-3.75500847915499,-4.48665309033559,-4.98854956681847,-3.6516208355795,"Bd3509"
"BD_RS14950","BD_RS14950","BD_RS14950",3181757,3186460,"+",4704,"tail fiber domain-containing protein && PF13884:Chaperone of endosialidase","-",4,0.574879489085086,-4.22778868998353,-4.61469299525086,-5.36670366079505,-5.6260583651597,-3.10481422414363,"Bd3266"
"BD_RS14925","BD_RS14925","BD_RS14925",3177916,3178128,"+",213,"DUF2892 domain-containing protein && PF11127:Protein of unknown function (DUF2892)","-",4,0.0619129645389864,-3.65864624861175,-2.7380152398221,-3.82925269379289,-3.54305177212231,-2.91697667796301,"Bd3260"
"BD_RS14920","BD_RS14920","BD_RS14920",3176538,3177620,"-",1083,"VWA domain-containing protein && -","-",4,0.38408099450838,-2.80764821772623,-3.8141982002455,-3.69553087349183,-4.01491753776205,-2.74910552237857,"Bd3259"
"BD_RS14555","BD_RS14555","BD_RS14555",3095325,3096953,"-",1629,"methyl-accepting chemotaxis protein && PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain|PF12729:Four helix bundle sensory module for signal transduction","-",4,-0.301645956853032,-2.8795318144972,-3.51556925078089,-4.11785026797509,-3.87085674622203,-2.27420649672223,"Bd3177"
"BD_RS14360","BD_RS14360","BD_RS14360",3040826,3041563,"-",738,"DUF5602 domain-containing protein && -","-",4,-0.239066426519797,-2.53497118382136,-3.84428254904569,-4.42526062114912,-4.89761824132336,-4.40450086344095,"Bd3135"
"BD_RS14345","BD_RS14345","BD_RS14345",3037433,3039046,"+",1614,"hypothetical protein && -","-",4,-0.116759701093453,-3.39164891565408,-4.26002447001778,-5.50556769732668,-4.71855249493774,-3.57713015042771,"Bd3132"
"BD_RS14215","BD_RS14215","BD_RS14215",3010850,3011254,"-",405,"acyl-CoA thioesterase && PF13279:Thioesterase-like superfamily","-",4,-0.187562940503997,-2.95236101428728,-3.34328956206138,-4.0903798033541,-3.70096873014355,-1.45130681749515,"Bd3102"
"BD_RS14195","BD_RS14195","BD_RS14195",3006166,3007977,"+",1812,"ABC transporter ATP-binding protein && PF00005:ABC transporter|PF00664:ABC transporter transmembrane region","ABC_membrane",4,-0.160162778805347,-3.49560530299052,-3.99421316441731,-4.3619762835381,-4.24307232849758,-3.22326103393846,"Bd3098"
"BD_RS14015","BD_RS14015","BD_RS14015",2969071,2970513,"-",1443,"TolC family protein && PF02321:Outer membrane efflux protein","OEP",4,-1.60649625902694,-3.71461448506292,-3.77230781605997,-4.01638303054314,-3.9604430257466,-1.7417235185081,"Bd3059"
"BD_RS13890","BD_RS13890","BD_RS13890",2940620,2940814,"-",195,"hypothetical protein && -","-",4,-0.968383062342969,-1.81409108913537,-2.23704341641866,-2.85210249463598,-3.25870705847999,-3.86588983468777,"Bd3029"
"BD_RS13740","BD_RS13740","BD_RS13740",2894237,2894674,"-",438,"HAMP domain-containing protein && PF00672:HAMP domain","HAMP",4,0.376989808780095,-2.48002561292008,-2.77485721078596,-3.83360343514613,-5.20593832970765,-4.32051470605244,"Bd2998"
"BD_RS13350","BD_RS13350","BD_RS13350",2826906,2827088,"+",183,"hypothetical protein && -","-",4,-0.0837941148974868,-3.68581578381068,-4.65113613618035,-4.52119548018869,-4.31701392297964,-3.65717089481462,"Bd2915"
"BD_RS13340","BD_RS13340","BD_RS13340",2824104,2825039,"-",936,"DUF4382 domain-containing protein && PF14321:Domain of unknown function (DUF4382)","-",4,0.891316966465404,-2.22113189577891,-2.71676420218632,-3.93362601781138,-3.99530211213563,-3.48594504140803,"Bd2913"
"BD_RS13285","BD_RS13285","BD_RS13285",2812260,2813558,"+",1299,"hypothetical protein && -","-",4,-0.652446645892927,-3.4795126820996,-3.38170142646674,-4.0114479927038,-4.25729690131023,-2.58153420507762,"Bd2902"
"BD_RS13280","BD_RS13280","BD_RS13280",2811747,2812247,"+",501,"hypothetical protein && -","-",4,-0.20993800447773,-3.57797083777828,-3.19801844216691,-4.32163253425048,-3.56245581613057,-3.02748743742473,"Bd2901"
"BD_RS13260","BD_RS13260","BD_RS13260",2808480,2809361,"+",882,"hypothetical protein && -","-",4,-0.345491941425358,-2.83243492792223,-2.78521396413851,-3.79699622570859,-3.70888474841702,-2.74465941264627,"Bd2898"
"BD_RS13115","BD_RS13115","BD_RS13115",2773771,2777049,"-",3279,"Ig-like domain-containing protein && -","-",4,0.417306183620986,-3.34378463080013,-3.90229575604275,-3.53498170893317,-4.55610134354801,-3.04989654407139,"Bd2866"
"BD_RS12895","BD_RS12895","BD_RS12895",2725822,2726037,"-",216,"hypothetical protein && -","-",4,-0.465984720988012,-2.18264875050317,-2.53623093614287,-3.35641789044101,-3.83259646221399,-3.58090020417428,"Bd2818"
"BD_RS12890","BD_RS12890","BD_RS12890",2724867,2725805,"+",939,"glycerophosphodiester phosphodiesterase family protein && PF03009:Glycerophosphoryl diester phosphodiesterase family","-",4,-0.247161381782238,-4.16395092733334,-4.32772363515607,-4.24613414536103,-4.636584663045,-2.56222330422706,"Bd2817"
"BD_RS12885","BD_RS12885","BD_RS12885",2723818,2724720,"-",903,"mechanosensitive ion channel && PF00924:Mechanosensitive ion channel","-",4,0.261409733622009,-2.3970035153005,-3.16537799008094,-4.00447458916133,-4.32022307754588,-3.34852311495873,"Bd2816"
"BD_RS12505","BD_RS12505","BD_RS12505",2656033,2658552,"-",2520,"hypothetical protein && -","-",4,-0.306223378342673,-3.02353273804322,-3.53923298558525,-3.84713850902587,-3.69735418688523,-1.77706527499408,"Bd2734"
"BD_RS12205","BD_RS12205","BD_RS12205",2590901,2591482,"-",582,"hypothetical protein && -","-",4,-1.0194104977619,-3.85062066211084,-3.68074993711707,-3.34457601997546,-3.23949958517726,-1.63393319645077,"Bd2672"
"BD_RS12190","BD_RS12190","BD_RS12190",2587905,2588759,"-",855,"NmrA family NAD(P)-binding protein && PF05368:NmrA-like family","NmrA",4,-1.31409634720326,-2.95889383250475,-3.94753649236805,-3.51337897723939,-3.93296497462792,-2.00797072290328,"Bd2669"
"BD_RS11975","BD_RS11975","gltS",2540005,2541189,"+",1185,"sodium/glutamate symporter && PF03616:Sodium/glutamate symporter","-",4,-0.832563331190794,-3.6068085379892,-3.56856645690069,-3.59328457580325,-2.69649555343452,-1.91843349928076,"Bd2623"
"BD_RS11965","BD_RS11965","BD_RS11965",2537576,2538322,"+",747,"ZIP family metal transporter && PF02535:ZIP Zinc transporter","-",4,-0.0130696545663396,-4.06857071619405,-4.58136549832765,-4.83939314176975,-4.65178021418242,-3.77668238628386,"Bd2621"
"BD_RS11960","BD_RS11960","BD_RS11960",2537035,2537541,"+",507,"DNA starvation/stationary phase protection protein && PF00210:Ferritin-like domain","Ferritin",4,0.157855734833597,-3.2061547164741,-4.00861229529812,-3.71079222602534,-4.29804979882747,-2.06005545693383,"Bd2620"
"BD_RS11710","BD_RS11710","BD_RS11710",2476364,2477683,"+",1320,"hypothetical protein && -","-",4,0.77619699443317,-2.61503825523942,-3.20416438219134,-3.8393883090639,-4.19974853588076,-3.01243835623063,"Bd2564"
"BD_RS11640","BD_RS11640","BD_RS11640",2463711,2463932,"-",222,"hypothetical protein && -","-",4,-0.679402034482658,-2.28617843840995,-4.25541478382515,-2.45214591651023,-3.92627886351149,-3.86179050670352,"Bd2550"
"BD_RS11465","BD_RS11465","BD_RS11465",2418206,2418778,"-",573,"hypothetical protein && -","-",4,-0.290725246777991,-1.65358277261317,-2.53634159150208,-3.0048663993188,-3.66266455692638,-4.13333453011907,"Bd2512"
"BD_RS11345","BD_RS11345","BD_RS11345",2385989,2386993,"-",1005,"asparaginase && PF06089:L-asparaginase II","-",4,0.335686008245755,-3.3741879484715,-4.90259400020356,-5.6188005145818,-6.20796213124796,-3.84588006820305,"Bd2485"
"BD_RS11140","BD_RS11140","BD_RS11140",2342423,2343031,"-",609,"DUF3943 domain-containing protein && PF13084:Domain of unknown function (DUF3943)","-",4,-0.373522474970425,-3.7073564478117,-3.18416675235342,-3.78481827815559,-4.81310984818393,-3.30534151182051,"Bd2434"
"BD_RS11125","BD_RS11125","BD_RS11125",2340486,2341187,"-",702,"phosphatase PAP2 family protein && PF01569:PAP2 superfamily","-",4,-1.03920554910462,-1.93602651724008,-2.92106760945302,-3.30442430620546,-3.33904141176851,-4.31181092074941,"Bd2431"
"BD_RS10985","BD_RS10985","BD_RS10985",2303828,2304541,"-",714,"hypothetical protein && -","-",4,0.292454457569076,-1.9905329022768,-2.69882165405364,-4.85635164107828,-4.66192034593828,-3.00757423933844,"Bd2399"
"BD_RS10760","BD_RS10760","BD_RS10760",2254714,2255487,"+",774,"hypothetical protein && -","-",4,0.041646968261323,-2.16026008160193,-2.95090190537011,-3.92196425236121,-4.95143150867472,-3.37072649761021,"Bd2352"
"BD_RS10720","BD_RS10720","BD_RS10720",2243692,2245056,"-",1365,"MFS transporter && PF00083:Sugar (and other) transporter","Sugar_tr",4,-0.154372609588014,-2.36109160306171,-3.20949372312008,-4.51996673273042,-4.18461333907317,-3.43113431543287,"Bd2344"
"BD_RS10625","BD_RS10625","BD_RS10625",2219970,2222972,"-",3003,"hypothetical protein && -","-",4,0.296327751617766,-2.9963443795885,-3.08891498808734,-4.08107645174561,-4.0809356387278,-2.66531189635131,"Bd2323"
"BD_RS10515","BD_RS10515","BD_RS10515",2194016,2195467,"-",1452,"ATP-binding protein && PF13541:Subunit ChlI of Mg-chelatase|PF01078:Magnesium chelatase, subunit ChlI","-",4,-0.281142429779092,-2.25016816240615,-2.18714407341873,-2.52519750653086,-3.6802564184166,-3.42985247534919,"Bd2299"
"BD_RS10505","BD_RS10505","BD_RS10505",2193313,2193762,"-",450,"hypothetical protein && -","-",4,0.491295995261846,-3.90341445345264,-4.69716073247441,-5.28578128597984,-5.8723031442753,-4.02055001075026,"S10505"
"BD_RS10500","BD_RS10500","BD_RS10500",2193024,2193326,"-",303,"hypothetical protein && -","-",4,0.294926303179634,-4.26831529585712,-4.34343195831963,-5.2679715761568,-5.63754988962463,-3.754137233329,"S10500"
"BD_RS10465","BD_RS10465","BD_RS10465",2184872,2185471,"+",600,"methyltransferase domain-containing protein && PF13847:Methyltransferase domain","-",4,-0.677457343001676,-3.53581818522716,-4.08289702952266,-3.79852247904979,-5.48224674365243,-3.19402364668434,"Bd2290"
"BD_RS10355","BD_RS10355","BD_RS10355",2161433,2162605,"+",1173,"hypothetical protein && -","-",4,-0.592019198302404,-3.28289021506414,-4.5338785072916,-3.33149823961428,-3.7946585065105,-4.24330601102377,"Bd2264"
"BD_RS10130","BD_RS10130","BD_RS10130",2115210,2115827,"-",618,"LON peptidase substrate-binding domain-containing protein && PF02190:ATP-dependent protease La (LON) substrate-binding domain","-",4,0.127235298631661,-3.43292800289656,-3.67081091497644,-3.3399298454683,-3.67874535738881,-2.69596938753592,"Bd2218"
"BD_RS09805","BD_RS09805","BD_RS09805",2050506,2052302,"-",1797,"SLC13 family permease && PF02080:TrkA-C domain|PF03600:Citrate transporter","TrkA_C",4,-0.282445566787761,-3.4599101695795,-3.37335344254887,-4.10470507810447,-4.40449615524624,-3.63408845084606,"Bd2145"
"BD_RS09745","BD_RS09745","BD_RS09745",2038601,2041687,"+",3087,"cell wall anchor protein && -","-",4,2.33302771701787,-3.31437509919405,-4.16378680693324,-4.73392650384059,-5.23077015782324,-4.27239948284698,"Bd2133"
"BD_RS09740","BD_RS09740","BD_RS09740",2038362,2038438,"+",77,"tRNA-Met && -","-",4,-1.04340133759467,-2.21266312072598,-2.46508936787268,-1.82089290732437,-3.09010150210447,-4.20847344402186,"a_0024"
"BD_RS09540","BD_RS09540","BD_RS09540",1999669,2003439,"+",3771,"tail fiber domain-containing protein && PF13884:Chaperone of endosialidase","-",4,0.370845713549923,-4.55399373806831,-3.98759404251357,-4.53454361083901,-5.21029775438252,-3.4436353009375398,"Bd2088"
"BD_RS09345","BD_RS09345","BD_RS09345",1956153,1956464,"-",312,"KH domain-containing protein && PF13083:KH domain","-",4,0.253785641571858,-2.64646613962675,-3.78417496531876,-4.49682792462042,-3.68368718323519,-2.30300298943143,"Bd2049"
"BD_RS09340","BD_RS09340","BD_RS09340",1955741,1956112,"-",372,"DUF2784 family protein && PF10861:Protein of Unknown function (DUF2784)","-",4,0.125254818690431,-2.85189086932817,-4.95350665545794,-4.69831326616714,-5.02797244545123,-3.63820431119948,"Bd2048"
"BD_RS09130","BD_RS09130","BD_RS09130",1918029,1918319,"-",291,"hypothetical protein && -","-",4,-0.528412558150349,-3.079122837557,-3.07303999667951,-3.58065837960769,-3.99888594816172,-1.995234974644,"Bd2004"
"BD_RS08735","BD_RS08735","BD_RS08735",1833400,1836030,"+",2631,"hypothetical protein && PF13540:Regulator of chromosome condensation (RCC1) repeat|PF00415:Regulator of chromosome condensation (RCC1) repeat","-",4,0.384856097204201,-3.32635300074415,-3.97073903346761,-4.12598995072446,-4.65485431381483,-3.67733262711911,"Bd1921"
"BD_RS08610","BD_RS08610","BD_RS08610",1814873,1816090,"+",1218,"hypothetical protein && -","-",4,-0.388329603539348,-4.20600304015517,-4.66738017335968,-5.01033707556562,-5.46737349683297,-4.6859521467508,"Bd1892"
"BD_RS08590","BD_RS08590","BD_RS08590",1809533,1812154,"-",2622,"delta-60 repeat domain-containing protein && -","-",4,0.718638111634808,-2.94558501470705,-5.22346766826863,-5.99042071618056,-6.44590656075199,-4.40347830745792,"Bd1888"
"BD_RS08005","BD_RS08005","BD_RS08005",1693383,1693820,"+",438,"multidrug efflux SMR transporter && PF00893:Small Multidrug Resistance protein","-",4,1.18212794126511,-2.86998164568365,-3.90281363101054,-3.97735211114332,-4.77315233995228,-3.61736532459074,"Bd1753"
"BD_RS08000","BD_RS08000","rrf",1692681,1692797,"+",117,"5S ribosomal RNA && -","-",4,-0.491145858461067,-2.37126691539636,-2.0609826835608,-3.17804004480288,-3.84046161029514,-4.07672172897829,"Bd_r06"
"BD_RS07795","BD_RS07795","BD_RS07795",1645133,1645879,"+",747,"endonuclease/exonuclease/phosphatase family protein && PF03372:Endonuclease/Exonuclease/phosphatase family","Exo_endo_phos",4,-0.100849933101462,-4.37157717677154,-4.82688922283538,-5.25063065194873,-5.01530725587686,-3.24560959857508,"Bd1711"
"BD_RS07355","BD_RS07355","BD_RS07355",1546749,1547441,"+",693,"PilZ domain-containing protein && PF07238:PilZ domain","-",4,-0.224779639130587,-4.03379485659272,-4.694123569605,-4.71351465939869,-5.73041680946345,-5.18347579913667,"Bd1616"
"BD_RS06570","BD_RS06570","BD_RS06570",1365040,1372701,"-",7662,"cell wall anchor protein && PF03160:Calx-beta domain|PF13540:Regulator of chromosome condensation (RCC1) repeat","-",4,0.568751053718965,-3.79155303712556,-4.49732266059786,-4.87100759600304,-5.42167906833524,-3.55151786236735,"Bd1449"
"BD_RS06515","BD_RS06515","BD_RS06515",1352131,1353696,"+",1566,"FAD-dependent oxidoreductase && PF00355:Rieske [2Fe-2S] domain|PF07992:Pyridine nucleotide-disulphide oxidoreductase|PF14759:Reductase C-terminal","Pyr_redox_2",4,-0.134047183905819,-3.66811528046513,-4.13185366966887,-4.43303625375617,-4.29313741025579,-3.66305095854181,"Bd1435"
"BD_RS06420","BD_RS06420","BD_RS06420",1335240,1336055,"-",816,"hypothetical protein && -","-",4,-0.184346476860798,-2.8994148733297,-4.20930798486884,-3.62704487864862,-4.29880605753974,-3.64160314799375,"Bd1413"
"BD_RS06405","BD_RS06405","BD_RS06405",1331634,1332278,"+",645,"cytochrome b/b6 domain-containing protein && PF00033:Cytochrome b/b6/petB","-",4,-1.36766896504792,-3.7131262629924,-3.32960318892566,-3.11463105758987,-3.62906090621722,-4.29485844914551,"Bd1410"
"BD_RS06250","BD_RS06250","BD_RS06250",1299964,1301712,"+",1749,"substrate-binding domain-containing protein && PF13407:Periplasmic binding protein domain","-",4,0.296599292358474,-3.0298307092268,-3.35250814088557,-3.61355351649318,-4.22399193418397,-2.50367210980393,"Bd1376"
"BD_RS06245","BD_RS06245","BD_RS06245",1299463,1299837,"+",375,"nuclear transport factor 2 family protein && PF12680:SnoaL-like domain","-",4,0.328535034995658,-2.58331690561485,-3.31769637907068,-3.57436851616885,-3.58099342555297,-2.14581150997993,"Bd1375"
"BD_RS06240","BD_RS06240","BD_RS06240",1298706,1298942,"-",237,"hypothetical protein && -","-",4,0.635501128839258,-2.72411751814714,-4.11896986380242,-5.03015834472856,-5.13305189729462,-3.60216894997026,"Bd1373"
